[2026-08-02T07:29:35.335Z] GET https://www.apple.com/wss/fonts/SF-Pro-Display/v3/sf-pro-display_regular.woff2 → 200 (?ms, -1182B)
[2026-08-02T07:29:35.335Z] GET https://www.apple.com/wss/fonts/SF-Pro-Display/v3/sf-pro-display_semibold.woff2 → 200 (?ms, -1181B)
[2026-08-02T07:29:35.335Z] GET https://www.apple.com/wss/fonts/SF-Pro-Display/v3/sf-pro-display_bold.woff2 → 200 (?ms, -1319B)
[2026-08-02T07:29:35.336Z] GET https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_regular.woff2 → 200 (?ms, -1182B)
[2026-08-02T07:29:35.336Z] GET https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_regular-italic.woff2 → 200 (?ms, -1181B)
[2026-08-02T07:29:35.336Z] GET https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_semibold.woff2 → 200 (?ms, -1181B)
[2026-08-02T07:29:35.336Z] GET https://www.apple.com/wss/fonts/SF-Mono/v1/sf-mono_regular.woff → 200 (?ms, -1180B)
[2026-08-02T07:29:35.345Z] GET https://developer.apple.com/tutorials/css/702.79eae049.css → 200 (?ms, -1087B)
[2026-08-02T07:29:35.346Z] GET https://developer.apple.com/tutorials/js/702.da183421.js → 200 (?ms, -1103B)
[2026-08-02T07:29:35.346Z] GET https://developer.apple.com/tutorials/js/408.989eb60f.js → 200 (?ms, -1099B)
[2026-08-02T07:29:35.346Z] GET https://developer.apple.com/tutorials/js/840.e00488b1.js → 200 (?ms, -1102B)
[2026-08-02T07:29:35.348Z] GET https://developer.apple.com/tutorials/css/27.57c88f46.css → 200 (?ms, -1089B)
[2026-08-02T07:29:35.348Z] GET https://developer.apple.com/tutorials/js/27.c5890a72.js → 200 (?ms, -1103B)
[2026-08-02T07:29:35.349Z] GET https://developer.apple.com/tutorials/js/905.49e82a9f.js → 200 (?ms, -1101B)
[2026-08-02T07:29:35.349Z] GET https://developer.apple.com/tutorials/css/design.8a82e299.css → 200 (?ms, -1087B)
[2026-08-02T07:29:35.349Z] GET https://developer.apple.com/tutorials/js/design.85a215f8.js → 200 (?ms, -1101B)
[2026-08-02T07:29:35.349Z] GET https://developer.apple.com/tutorials/css/global-head-footer.f93436f5.css → 200 (?ms, -1087B)
[2026-08-02T07:29:35.350Z] GET https://developer.apple.com/tutorials/js/global-head-footer.072e7a09.js → 200 (?ms, -1102B)
[2026-08-02T07:29:35.350Z] GET https://developer.apple.com/tutorials/data/design/human-interface-guidelines/voiceover.json → 200 (5ms, -940B)
[2026-08-02T07:29:35.355Z] GET https://developer.apple.com/tutorials/js/26.5ec0611a.js → 200 (?ms, -1101B)
